,distance,stellar_magnitude,mass_wrt_earth,radius_wrt_earth,orbital_radius,orbital_period,star_mass,planet_type
4997,89.0,11.536,5.3,2.02,0.1,0.04298426,320136434766632.8,Super Earth
4998,858.0,10.358,36.4,6.5889999999999995,0.423,0.22970569,1.4920678142756052e+16,Neptune-like
4999,209.0,11.314,18.467,2.871,0.02177,0.003832991,5.358663294473498e+19,Super Earth
5000,136.0,11.724,2.15,1.27,0.0171,0.0027378509,7.891043299991642e+16,Super Earth
5002,736.0,11.981,39.09,3.377,0.01598,0.0021902807,1.6410904412655495e+20,Gas Giant
5003,1111.0,11.43,302.09999999999997,11.770000000000001,0.092,0.02902122,9.34761329595458e+17,Gas Giant
5004,518.0,11.08,212.10600000000002,12.881,0.04666,0.010130048,7.672008266315798e+18,Gas Giant
5005,498.0,11.982,826.8000000000001,4.719,0.04796,0.011772759,5.680356084549392e+18,Neptune-like
5006,498.0,11.982,795.0,5.687,0.0847,0.027926078,1.0095136024493718e+18,Neptune-like
5007,779.0,10.343,55.331999999999994,9.372,0.04963,0.010130048,7.672008266315798e+18,Gas Giant
5008,252.0,11.646,9.1,2.717,0.02636,0.004928131,3.2416608873499197e+19,Neptune-like
5009,252.0,11.646,3593.4,12.21,2.52,4.7,35639889812402.74,Gas Giant
5010,41.0,17.02,1.374,1.116,0.01154,0.0041067763,3.507130440950463e+16,Super Earth
5011,41.0,17.02,1.308,1.097,0.0158,0.006570842,1.3699728618551124e+16,Super Earth
5012,41.0,17.02,0.388,0.788,0.02227,0.0109514035,4931902152563635.0,Terrestrial
5013,41.0,17.02,0.692,0.92,0.02925,0.01670089,2120678248598275.8,Terrestrial
5014,41.0,17.02,1.039,1.045,0.03849,0.025188226,932306796852816.6,Super Earth
5015,41.0,17.02,1.321,1.129,0.04683,0.03394935,513205244487684.5,Super Earth
5016,41.0,17.02,0.326,0.755,0.06189,0.05147159,223264073726357.94,Terrestrial
5017,521.0,11.424,267.12,12.43,0.03925,0.008213553,1.166997540560707e+19,Gas Giant
5018,702.0,11.254,473.82,14.96,0.03563,0.0068446267,1.6804768512356327e+19,Gas Giant
5019,755.0,12.362,607.38,14.696000000000002,0.02282,0.003559206,6.214780849471088e+19,Gas Giant
5020,1683.0,11.932,248.04000000000002,17.71,0.05084,0.009856262,8.104152218374799e+18,Gas Giant
5021,1175.0,13.677,569.22,13.134,0.02459,0.0041067763,4.667990616905065e+19,Gas Giant
5022,2001.0,10.247,1939.8,12.54,0.66,0.5289528,2813832410992726.0,Gas Giant
5023,2193.0,10.193,795.0,12.979999999999999,0.69,0.5431896,2668266329738703.0,Gas Giant
5024,2193.0,10.193,3180.0,12.21,1.37,1.5,349904518202656.3,Gas Giant
5025,50.0,10.58,104.94000000000001,12.32,1.22,1.9,218084533505810.72,Gas Giant
5026,1600.0,9.901,1087.56,12.87,1.414,1.5,349904518202656.3,Gas Giant
5027,1558.0,9.856,1717.2,12.54,0.21,0.072553046,1.4956182922658003e+17,Gas Giant
5028,1514.0,10.465,3428.04,12.21,0.422,0.27789184,1.0194841538592242e+16,Gas Giant
5029,309.0,11.124,4452.0,12.100000000000001,162.0,2063.1,184965832.03590545,Gas Giant
5030,309.0,11.124,1908.0,12.100000000000001,320.0,5727.6,23998644.239008293,Gas Giant
5032,44.0,4.09565,218.6568,13.75,0.059222,0.012594113,4.963601386444396e+18,Gas Giant
5033,44.0,4.09565,4445.64,12.100000000000001,0.827774,0.6606434,1803839394124981.0,Gas Giant
5034,44.0,4.09565,3259.5,12.21,2.51329,3.5,64268176812732.78,Gas Giant
5035,172.0,4.3049,162.18,13.97,1.18,1.0546201,707847952138207.5,Gas Giant
5036,459.0,15.36,4770.0,11.99,3500.0,360656.2,6052.64585205455,Gas Giant
5037,450.0,15.543,5088.0,11.99,2880.0,257742.3,11851.15475182154,Gas Giant
5041,3901.0,14.769,1017.6,12.87,1.7,3.2,76883316987888.33,Gas Giant
5042,353.0,10.115,75.048,10.076,0.1688,0.06598221,1.8083327729419744e+17,Gas Giant
5043,353.0,10.115,26.7,5.489,0.0825,0.022450376,1.5620136709550979e+18,Neptune-like
5044,353.0,10.115,33.6,6.292,0.1083,0.03394935,6.83076180413108e+17,Neptune-like
5045,353.0,10.115,56.922,8.58,0.308,0.16427104,2.917494561811594e+16,Gas Giant
5046,424.0,12.23,222.6,13.75,0.057,0.013415469,4.374418689823979e+18,Gas Giant
5047,41.0,17.73,3561.6,12.21,102.0,3895.8,51872689.03448466,Gas Giant
5048,1189.0,10.798,400.68,14.63,0.04574,0.007665982,1.3396658236183745e+19,Gas Giant
5049,656.0,10.336,162.18,15.729999999999999,0.05057,0.009856262,8.104152218374799e+18,Gas Giant
5050,1225.0,12.402,473.82,16.808,0.01985,0.0024640656,1.2966642496940419e+20,Gas Giant
5051,607.0,11.779,404.496,12.507,0.02918,0.004928131,3.2416608873499197e+19,Gas Giant
5052,552.0,12.049,572.4,10.559999999999999,0.075,0.02162902,1.6829002854521134e+18,Gas Giant
5053,1149.0,11.21,515.1600000000001,11.22,0.0917,0.025462013,1.214357606374832e+18,Gas Giant
5054,211.0,11.592,30.5,10.34,0.055,0.015605749,3.2326808720571745e+18,Neptune-like
5056,460.0,12.413,1001.6999999999999,11.88,0.03781,0.008487337,1.092922017431861e+19,Gas Giant
5058,1419.0,11.761,151.04999999999998,15.499,0.05885,0.0123203285,5.186656577792516e+18,Gas Giant
5059,1707.0,12.685,562.5419999999999,14.729,0.02851,0.0041067763,4.667990616905065e+19,Gas Giant
5060,515.0,10.139,95.39999999999999,11.66,0.09459,0.027378507,1.0502980166774161e+18,Gas Giant
5061,1229.0,11.009,163.452,15.84,0.05453,0.0109514035,6.564361765062199e+18,Gas Giant
5062,987.0,12.314,391.14,15.399999999999999,0.0363,0.0068446267,1.6804768512356327e+19,Gas Giant
5063,407.0,11.567,251.22,12.21,0.0435,0.010130048,7.672008266315798e+18,Gas Giant
5064,1243.0,10.96,1542.3,16.203,0.0514,0.009856262,8.104152218374799e+18,Gas Giant
5065,880.0,10.514,367.926,19.282999999999998,0.02596,0.003559206,6.214780849471088e+19,Gas Giant
5066,646.0,11.03,285.882,14.498000000000001,0.04263,0.008213553,1.166997540560707e+19,Gas Giant
5067,1463.0,12.724,190.79999999999998,13.64,0.0449,0.009308693,9.085621771353479e+18,Gas Giant
5068,706.0,10.994,90.34697999999999,10.241,0.0449,0.009034907,9.644610548684448e+18,Gas Giant
5070,520.0,10.148,52.3746,14.421,0.0484,0.011498973,5.954070327192778e+18,Gas Giant
5071,983.0,12.179,318.0,10.23,0.0628,0.015605749,3.2326808720571745e+18,Gas Giant
5072,1394.0,11.569,465.87,21.307000000000002,0.0232,0.003011636,8.680147572346737e+19,Gas Giant
5073,562.0,11.104,391.14,9.790000000000001,0.1012,0.03175907,7.805424289024911e+17,Gas Giant
5074,653.0,10.068,85.86,13.42,0.0607,0.01451061,3.739045318381832e+18,Gas Giant
5075,401.0,11.938,130.38,9.867,0.067,0.01943874,2.0835112347461722e+18,Gas Giant
5076,401.0,11.938,37.35,1.85,0.0182,0.0027378509,7.891043299991642e+16,Neptune-like
5077,1824.0,12.891,368.88,13.309999999999999,0.0345,0.006023272,2.1700368930866844e+19,Gas Giant
5078,973.0,13.181,604.1999999999999,14.3,0.0243,0.003832991,5.358663294473498e+19,Gas Giant
5079,899.0,9.974,480.18,15.18,0.0661,0.014236824,3.88423803091943e+18,Gas Giant
5080,1351.0,11.796,387.96,11.99,0.0494,0.009856262,8.104152218374799e+18,Gas Giant
5081,693.0,12.456,37.18611,8.8,0.062,0.01615332,3.017230403739251e+18,Neptune-like
5082,742.0,10.424,114.47999999999999,13.42,0.05362,0.012046544,5.425092232716711e+18,Gas Giant
5083,384.0,11.118,775.92,15.84,0.0323,0.006023272,2.1700368930866844e+19,Gas Giant
5084,1685.0,12.65,855.42,13.309999999999999,0.0469,0.009034907,9.644610548684448e+18,Gas Giant
5085,2384.0,12.871,267.12,16.830000000000002,0.0347,0.0057494864,2.381628213723751e+19,Gas Giant
5086,1160.0,13.085,139.92,9.35,0.0316,0.0062970566,1.985440491518438e+19,Gas Giant
5087,298.0,11.636,283.02,9.9,0.0261,0.004928131,3.2416608873499197e+19,Gas Giant
5088,1423.0,12.681,87.45,12.265,0.0549,0.012594113,4.963601386444396e+18,Gas Giant
5089,804.0,12.036,91.26599999999999,8.316,0.08215,0.024093088,1.3562730581791777e+18,Gas Giant
5090,804.0,12.036,124.656,13.64,0.2044,0.09445585,8.824179775461749e+16,Gas Giant
5091,528.0,9.745,2811.12,15.18,0.037,0.006023272,2.1700368930866844e+19,Gas Giant
5092,1722.0,12.026,2690.28,11.770000000000001,0.0694,0.015331964,3.349164559045936e+18,Gas Giant
5093,1478.0,12.821,100.488,13.057,0.055,0.0123203285,5.186656577792516e+18,Gas Giant
5094,1990.0,12.591,124.02000000000001,17.05,0.048,0.009034907,9.644610548684448e+18,Gas Giant
5095,398.0,11.559,40.704,5.61,0.0453,0.010403832,7.273532894289306e+18,Gas Giant
5096,1090.0,12.397,182.53199999999998,10.978,0.0499,0.0109514035,6.564361765062199e+18,Gas Giant
5097,1713.0,12.044,887.22,11.770000000000001,0.0517,0.010130048,7.672008266315798e+18,Gas Giant
5098,2334.0,12.836,174.9,15.18,0.0538,0.010403832,7.273532894289306e+18,Gas Giant
5099,920.0,10.972,171.72,15.51,0.05165,0.010403832,7.273532894289306e+18,Gas Giant
5100,941.0,13.04,88.40400000000001,11.99,0.0452,0.010403832,7.273532894289306e+18,Gas Giant
5101,1119.0,11.079,791.82,12.573,0.0673,0.014784395,3.601844455889623e+18,Gas Giant
5102,1014.0,12.213,1653.6000000000001,11.0,0.0871,0.026283368,1.1396461744557217e+18,Gas Giant
5103,853.0,12.663,594.6600000000001,13.222,0.0266,0.0043805614,4.102726103163874e+19,Gas Giant
5104,1068.0,12.603,677.3399999999999,12.408,0.02818,0.004928131,3.2416608873499197e+19,Gas Giant
5105,1964.0,12.816,209.244,13.86,0.04823,0.009582478,8.573860376413977e+18,Gas Giant
5106,372.0,9.351,32.10083,6.93,0.0641,0.014784395,3.601844455889623e+18,Neptune-like
5107,1382.0,10.517,2544.0,17.380000000000003,0.0365,0.0054757018,2.6257446580722192e+19,Gas Giant
5108,991.0,12.124,133.56,16.5,0.0519,0.011498973,5.954070327192778e+18,Gas Giant
5109,2045.0,12.167,178.39800000000002,14.344000000000001,0.0681,0.015331964,3.349164559045936e+18,Gas Giant
5110,633.0,11.288,394.32,13.42,0.0415,0.008487337,1.092922017431861e+19,Gas Giant
5111,997.0,12.613,508.8,12.056000000000001,0.0337,0.0062970566,1.985440491518438e+19,Gas Giant
5112,2472.0,12.612,344.71200000000005,10.78,0.0504,0.010403832,7.273532894289306e+18,Gas Giant
5113,1755.0,10.988,149.45999999999998,17.27,0.0694,0.015058179,3.472059490091288e+18,Gas Giant
5114,760.0,11.15,1173.42,13.2,0.0248,0.003832991,5.358663294473498e+19,Gas Giant
5115,1338.0,11.803,104.94000000000001,15.807,0.05503,0.011498973,5.954070327192778e+18,Gas Giant
5116,1759.0,12.959,314.82,13.288,0.04403,0.008487337,1.092922017431861e+19,Gas Giant
5117,1854.0,12.006,271.89,16.555,0.0535,0.010677618,6.905312054967876e+18,Gas Giant
5118,577.0,12.312,161.544,17.380000000000003,0.03957,0.008487337,1.092922017431861e+19,Gas Giant
5119,1395.0,9.946,527.88,19.91,0.0558,0.009034907,9.644610548684448e+18,Gas Giant
5120,1324.0,11.588,248.04000000000002,20.57,0.0515,0.010130048,7.672008266315798e+18,Gas Giant
5121,828.0,10.655,286.2,13.64,0.048,0.009308693,9.085621771353479e+18,Gas Giant
5122,1427.0,12.924,95.082,13.024,0.05427,0.0123203285,5.186656577792516e+18,Gas Giant
5123,1069.0,11.98,47.064,9.35,0.0451,0.009308693,9.085621771353479e+18,Gas Giant
5124,1061.0,13.081,159.636,16.169999999999998,0.04632,0.011225188,6.248054683820391e+18,Gas Giant
5125,2163.0,12.771,181.26,14.63,0.0627,0.014236824,3.88423803091943e+18,Gas Giant
5126,911.0,11.101,311.64,13.75,0.0904,0.025735795,1.1886579285191296e+18,Gas Giant
5127,909.0,10.81,1341.9599999999998,12.21,0.06,0.0136892535,4.2011920667096643e+18,Gas Giant
5128,1212.0,10.295,254.4,18.04,0.0653,0.013963039,4.038054409797487e+18,Gas Giant
5129,325.0,6.59776,632.82,17.809,0.05053,0.0073921974,1.4407378213358092e+19,Gas Giant
5130,403.0,9.28,3243.6,13.64,0.02024,0.0024640656,1.2966642496940419e+20,Gas Giant
5131,403.0,9.28,55.23024,8.415000000000001,0.035,0.006023272,2.1700368930866844e+19,Gas Giant
5132,1769.0,11.645,318.0,12.649999999999999,0.0663,0.014784395,3.601844455889623e+18,Gas Giant
5133,1660.0,12.678,731.4,13.53,0.0408,0.007939767,1.2488680435367533e+19,Gas Giant
5134,875.0,12.248,366.972,15.565000000000001,0.01652,0.0021902807,1.6410904412655495e+20,Gas Giant
5135,1282.0,11.308,271.572,16.313000000000002,0.03889,0.0068446267,1.6804768512356327e+19,Gas Giant
5136,691.0,10.675,98.898,16.082,0.06,0.013415469,4.374418689823979e+18,Gas Giant
5137,843.0,11.59,95.39999999999999,11.770000000000001,0.052,0.011772759,5.680356084549392e+18,Gas Giant
5138,1036.0,11.99,213.06,13.53,0.047,0.009582478,8.573860376413977e+18,Gas Giant
5139,677.0,12.539,281.112,10.581999999999999,0.0376,0.007939767,1.2488680435367533e+19,Gas Giant
5140,1051.0,11.219,394.32,15.18,0.03651,0.0062970566,1.985440491518438e+19,Gas Giant
5141,690.0,11.875,139.92,11.770000000000001,0.0473,0.010403832,7.273532894289306e+18,Gas Giant
5142,824.0,11.297,270.3,13.309999999999999,0.04,0.007665982,1.3396658236183745e+19,Gas Giant
5143,1137.0,12.274,282.702,13.409,0.0442,0.009308693,9.085621771353479e+18,Gas Giant
5144,286.0,11.331,73.14,8.47,0.0457,0.010677618,6.905312054967876e+18,Gas Giant
5145,500.0,11.728,296.058,11.891,0.03144,0.006023272,2.1700368930866844e+19,Gas Giant
5146,1252.0,11.658,152.004,17.038999999999998,0.04659,0.009308693,9.085621771353479e+18,Gas Giant
5147,900.0,11.257,836.3399999999999,10.559999999999999,0.0394,0.0073921974,1.4407378213358092e+19,Gas Giant
5148,398.0,8.14,665.574,17.523,0.0239,0.003285421,7.293735516516619e+19,Gas Giant
5149,431.0,10.285,178.08,11.0,0.0524,0.011772759,5.680356084549392e+18,Gas Giant
5150,660.0,10.939,225.78,14.3,0.04317,0.008761123,1.0256814789621996e+19,Gas Giant
5151,1260.0,12.836,750.7980000000001,14.597,0.02677,0.0041067763,4.667990616905065e+19,Gas Giant
5152,1281.0,12.815,572.4,12.76,0.0446,0.009856262,8.104152218374799e+18,Gas Giant
5153,444.0,9.391,1093.92,13.53,0.07522,0.01889117,2.206044943865437e+18,Gas Giant
5154,698.0,12.095,89.04,13.97,0.0486,0.011225188,6.248054683820391e+18,Gas Giant
5155,754.0,10.632,772.74,15.62,0.0315,0.004928131,3.2416608873499197e+19,Gas Giant
5156,533.0,11.632,270.3,12.100000000000001,0.04022,0.008487337,1.092922017431861e+19,Gas Giant
5157,533.0,11.632,1011.24,12.87,1.07,1.1526352,592581804377702.8,Gas Giant
5158,578.0,12.169,167.586,12.342,0.0561,0.0136892535,4.2011920667096643e+18,Gas Giant
5159,283.0,12.305,566.04,10.23,0.0142,0.0021902807,1.6410904412655495e+20,Gas Giant
5160,1189.0,13.096,276.66,12.100000000000001,0.03453,0.006570842,1.8234338791291548e+19,Gas Giant
5161,689.0,11.801,306.55199999999996,10.405999999999999,0.03963,0.008487337,1.092922017431861e+19,Gas Giant
5162,1224.0,13.043,607.38,12.914,0.02335,0.003832991,5.358663294473498e+19,Gas Giant
5163,864.0,11.936,363.79518,12.408,0.052,0.011498973,5.954070327192778e+18,Gas Giant
5164,864.0,11.936,499.26000000000005,13.309999999999999,1.393,1.6,307533267951553.3,Gas Giant
5165,864.0,11.936,14.2,3.498,0.085,0.024640657,1.296664144448129e+18,Neptune-like
5166,864.0,11.936,6.77,1.808,0.01673,0.0021902807,1.2329755381409088e+17,Super Earth
5167,1481.0,11.647,254.4,16.5,0.03444,0.0057494864,2.381628213723751e+19,Gas Giant
5168,635.0,11.352,117.66,12.21,0.0379,0.007665982,1.3396658236183745e+19,Gas Giant
5169,872.0,12.483,377.14799999999997,14.530999999999999,0.0226,0.003559206,6.214780849471088e+19,Gas Giant
5170,603.0,11.44,467.07840000000004,12.825999999999999,0.0293,0.0054757018,2.6257446580722192e+19,Gas Giant
5171,570.0,12.192,146.28,13.97,0.0272,0.0046543465,3.6342487085413917e+19,Gas Giant
5172,657.0,12.591,677.976,11.814,0.04101,0.009034907,9.644610548684448e+18,Gas Giant
5174,820.0,10.413,187.61999999999998,17.380000000000003,0.04988,0.010130048,7.672008266315798e+18,Gas Giant
5175,970.0,11.753,193.98,14.63,0.0558,0.0123203285,5.186656577792516e+18,Gas Giant
5176,1047.0,12.091,143.1,10.34,0.05614,0.012594113,4.963601386444396e+18,Gas Giant
5177,1299.0,12.913,204.792,11.55,0.03769,0.007665982,1.3396658236183745e+19,Gas Giant
5178,947.0,11.652,308.46,15.729999999999999,0.0562,0.0136892535,4.2011920667096643e+18,Gas Giant
5179,378.0,12.659,274.43399999999997,8.525,0.0697,0.02162902,1.6829002854521134e+18,Gas Giant
5180,1008.0,12.147,502.44,11.956999999999999,0.0267,0.0043805614,4.102726103163874e+19,Gas Giant
5181,1406.0,11.67,174.9,9.68,0.05548,0.011772759,5.680356084549392e+18,Gas Giant
5182,1594.0,12.489,852.24,15.51,0.0521,0.010677618,6.905312054967876e+18,Gas Giant
5183,573.0,10.213,165.36,14.520000000000001,0.0571,0.012046544,5.425092232716711e+18,Gas Giant
5184,948.0,11.155,117.66,15.51,0.0574,0.012046544,5.425092232716711e+18,Gas Giant
5185,1207.0,12.704,404.178,13.980999999999998,0.02648,0.0043805614,4.102726103163874e+19,Gas Giant
5186,893.0,11.869,492.90000000000003,12.232000000000001,0.0334,0.0062970566,1.985440491518438e+19,Gas Giant
5187,1632.0,11.605,747.3000000000001,15.399999999999999,0.0546,0.011225188,6.248054683820391e+18,Gas Giant
5188,618.0,12.537,136.74,12.649999999999999,0.05179,0.012594113,4.963601386444396e+18,Gas Giant
5189,739.0,10.674,343.44,14.520000000000001,0.06206,0.013963039,4.038054409797487e+18,Gas Giant
5190,163.0,9.873,92.22,12.21,0.04525,0.010677618,6.905312054967876e+18,Gas Giant
5191,643.0,11.907,117.66,11.33,0.04217,0.009308693,9.085621771353479e+18,Gas Giant
5192,725.0,10.786,187.61999999999998,12.803999999999998,0.04853,0.010130048,7.672008266315798e+18,Gas Giant
5193,1183.0,10.56,442.02,12.979999999999999,0.04622,0.007939767,1.2488680435367533e+19,Gas Giant
5194,1418.0,10.868,731.4,14.190000000000001,0.03711,0.006023272,2.1700368930866844e+19,Gas Giant
5195,1033.0,10.468,909.4799999999999,15.62,0.05512,0.011225188,6.248054683820391e+18,Gas Giant
5196,487.0,9.75,228.95999999999998,14.96,0.03443,0.0057494864,2.381628213723751e+19,Gas Giant
5197,959.0,11.591,340.26000000000005,13.97,0.0375,0.0068446267,1.6804768512356327e+19,Gas Giant
5198,634.0,9.518,292.56,20.130000000000003,0.033,0.004928131,3.2416608873499197e+19,Gas Giant
5199,343.0,10.294,530.106,13.53,0.02335,0.003832991,5.358663294473498e+19,Gas Giant
5200,2460.0,11.965,352.98,21.23,0.03488,0.006023272,2.1700368930866844e+19,Gas Giant
5201,805.0,10.044,270.3,18.369999999999997,0.0519,0.010130048,7.672008266315798e+18,Gas Giant
5202,529.0,9.504,305.28,14.63,0.0617,0.0136892535,4.2011920667096643e+18,Gas Giant
5203,162.0,11.841,171.084,10.989,0.0344,0.008487337,1.092922017431861e+19,Gas Giant
5204,1300.0,12.469,231.822,15.719000000000001,0.03908,0.0073921974,1.4407378213358092e+19,Gas Giant
5205,899.0,10.073,372.06,17.82,0.0447,0.0073921974,1.4407378213358092e+19,Gas Giant
5206,884.0,12.312,95.39999999999999,11.440000000000001,0.059,0.0136892535,4.2011920667096643e+18,Gas Giant
5207,328.0,10.825,220.69199999999998,10.362,0.0771,0.023271732,1.4536995458828785e+18,Gas Giant
5208,463.0,10.72,402.27,13.64,0.039,0.0073921974,1.4407378213358092e+19,Gas Giant
5209,973.0,10.727,693.24,15.235,0.02946,0.0046543465,3.6342487085413917e+19,Gas Giant
5210,1708.0,11.388,133.56,16.06,0.06431,0.0136892535,4.2011920667096643e+18,Gas Giant
5211,949.0,13.21,1876.2,11.440000000000001,0.0427,0.009308693,9.085621771353479e+18,Gas Giant
5212,293.0,9.789,807.72,12.43,0.0801,0.022450376,1.5620136709550979e+18,Gas Giant
5213,293.0,9.789,3005.1,12.32,5.28,11.8,5654159479718.304,Gas Giant
5214,1522.0,11.618,200.34,17.93,0.0562,0.010677618,6.905312054967876e+18,Gas Giant
5215,489.0,11.98,426.12,11.33,0.037,0.007665982,1.3396658236183745e+19,Gas Giant
5216,1879.0,12.951,255.99,16.071,0.0348,0.006023272,2.1700368930866844e+19,Gas Giant
5217,1208.0,10.966,467.46,17.567,0.04211,0.0073921974,1.4407378213358092e+19,Gas Giant
5218,689.0,10.051,159.0,17.380000000000003,0.055,0.0109514035,6.564361765062199e+18,Gas Giant
5219,681.0,10.589,196.524,13.86,0.0335,0.0054757018,2.6257446580722192e+19,Gas Giant
5220,449.0,10.092,457.91999999999996,13.53,0.03416,0.006023272,2.1700368930866844e+19,Gas Giant
5221,1150.0,12.569,152.64,13.2,0.0453,0.009308693,9.085621771353479e+18,Gas Giant
5222,493.0,10.57,432.48,12.54,0.03303,0.0057494864,2.381628213723751e+19,Gas Giant
5223,919.0,13.252,293.196,12.584,0.03762,0.008213553,1.166997540560707e+19,Gas Giant
5224,518.0,9.475,772.74,11.22,0.0717,0.015879534,3.122170108841883e+18,Gas Giant
5225,63.0,13.855,2385.0,12.43,2500.0,158840.9,31203.793147820565,Gas Giant
5226,81.0,17.244,4388.400000000001,10.208,0.0204,0.003832991,5.358663294473498e+19,Gas Giant
5227,996.0,15.564,188.256,11.341,0.0282,0.0073921974,1.4407378213358092e+19,Gas Giant
5228,1845.0,16.186,232.458,12.749,0.0234,0.004928131,3.2416608873499197e+19,Gas Giant
5230,14.0,10.1,1.91,1.21,0.0375,0.013415469,3286565507005243.5,Super Earth
5231,14.0,10.1,3.41,1.66,0.089,0.049007528,246279588699390.8,Super Earth
5232,14.0,10.1,7.7,2.6399999999999997,0.47,0.5946612,2226347041008316.5,Neptune-like
5233,145.0,10.27,6.26,2.043,0.05706,0.016427105,2191956578968180.0,Neptune-like
5234,7653.0,16.644,1275.1799999999998,16.39,0.047,0.009308693,9.085621771353479e+18,Gas Giant
5235,3362.0,15.954,356.16,14.993,0.01855,0.0027378509,1.0502978632288877e+20,Gas Giant
5236,183.0,4.70964,890.4,12.979999999999999,0.68,0.374538,5612292461395186.0,Gas Giant
5237,534.0,11.251,263.94,12.54,0.0488,0.010677618,6.905312054967876e+18,Gas Giant
5238,503.0,11.246,179.98799999999997,10.923,0.0368,0.007118412,1.553695212367772e+19,Gas Giant
